order_id,customer_id,order_date,status
dc7c4138-9618-48e7-aa4b-fdc0395c7c75,f9154c40-cee4-4522-aaa8-979994c39dd5,2024-09-12,delivered
2f99da41-c71e-4c8e-8183-b6e6a46a6acc,ab10b06e-e5c4-480e-bfc8-ef9c045e12d6,2022-08-27,delivered
a1108f13-3e54-49cd-8fbd-d7bd59507881,7dfa2249-7625-4ca3-96e9-0389dec2aade,2024-03-13,delivered
12d76aba-b597-45ee-8e7b-bd3efe025a8d,049f1f87-5228-4b93-8b89-642dec395a0d,2024-11-17,returned
c6fdc115-a799-4493-bf56-855208fd0ac5,95e3c53e-1b5a-43ba-8e37-97700d3d6622,2023-12-12,cancelled
cac4a4bb-7e25-4226-a518-8271f9fe716e,7edab329-2b9b-4451-a175-760e62c2f9b4,2023-11-26,returned
1196fa39-1b9b-4117-a346-5927053de4dd,5b719c07-6929-4999-ac8a-221c151e415d,2022-12-21,delivered
60fb6d3a-489b-426f-ba7a-950ef852e541,2baad08e-ccd6-4366-a2b3-020df70e1f6e,2022-04-07,delivered
f7ad93e4-e350-4338-a6a5-796fa0002b8b,4a9492bf-4f49-4408-921e-77e1ce51d4b3,2023-04-10,delivered
16815781-587a-4145-82b8-1bb2966db892,bd96ae04-403c-4719-97bb-d316ed32157b,2022-07-28,returned
48d21efa-36aa-4cc2-8bab-64bae1f3b495,ad986bda-c3fd-44a7-881f-5074fcba312b,2024-01-11,delivered
6b441e54-72b4-4b09-9e61-541984c02e7c,c56a720a-40cf-4da7-b471-20713dad96c9,2023-02-18,cancelled
f7f620a5-330f-474d-b21e-7285324019f5,b555a506-c960-4dcf-b234-3d7ed7bef063,2023-05-18,delivered
674bc333-0558-491a-8742-3b795f914fa3,cb9a3031-b5b0-46d1-9747-cafeaef07221,2022-12-03,cancelled
31ef0226-5d7e-473b-a3f1-5a6d604f80fa,24084775-b78d-460b-afa7-ac1c6b787738,2022-11-06,returned
9cca9f99-bf30-434c-a68d-2eb29d0b1121,392a388f-1bab-4a67-a834-5b7e89c6a64f,2023-09-16,delivered
82dc2054-4db5-4586-9262-a2336d275508,dc12a678-cc63-4290-8039-01830329994e,2024-06-24,delivered
7fff622c-6fba-471a-94ed-37ba62247148,93d7f900-4860-46ec-8ceb-4a7d121e0291,2023-10-02,returned
cd58aea6-ad36-40f4-b464-e8f89c1af88c,c7e0ea79-2222-4a67-b533-d139b584ab52,2024-02-03,delivered
e6c44281-ad9e-4f14-bbef-b21f133335b5,7bced8eb-cbb5-4555-964f-abdcb9eb411d,2022-10-14,cancelled
48976f53-931f-446b-b687-c6fd37e8885a,88464ad1-ab77-4e5b-a17a-6f5d4660e74d,2022-09-24,cancelled
288797b7-fcda-418b-a885-cd1e0d545869,0b0a0e70-04e9-456f-a6a7-9f1791c92653,2024-11-28,cancelled
502fa9a2-6bad-42cd-b532-a845a4324ab5,d5ef6fa4-9760-40b8-bfb9-8c92008567bd,2024-11-01,delivered
8bb3d1ba-b4d1-4bf2-8244-304e0b73f8f5,a9882cc8-6f92-4add-bb45-5b0a6a2d0e40,2024-04-16,delivered
5de46d8c-58b4-46b9-b78e-f91b4e7168fb,1e54cced-04f4-43f7-a5d2-4056e351a9f0,2023-09-17,delivered
aaedbb52-ef50-4818-be80-a36530a3d037,4ffc09a9-672f-41fd-8dbf-5fb8a78804bb,2024-09-28,delivered
69b97faf-c172-4ba6-91fc-2500ee797bc1,4243e213-8c7b-42e4-b85e-c179f2d50876,2023-09-27,returned
ab6eb156-7bfc-4143-9699-6ed340a38ea1,aaae84db-8618-40e5-9811-96f2cd561dd3,2024-04-18,cancelled
c8c3804a-40a2-4c9c-ab6e-7a0aebeddf7d,c59f07ae-56e8-4272-8ba0-9099e7325390,2022-07-01,delivered
ff3aaf6f-99bd-4570-9cde-3caedc14bef6,2d110404-3630-48a0-9f4e-3c86f88014e7,2023-01-30,returned
89afc66c-0fb8-45f5-901a-bcef84d3395c,96a7a434-bef6-4f11-9d71-d8c4bb91c0c1,2024-12-28,returned
358e8a50-dae9-428b-98f1-a338e5ab35b4,958e1230-8c7a-4b03-9e83-3d458f9cdddd,2022-07-06,delivered
63e80fdb-bc3c-4239-aaa0-440b10e9b053,99e96305-a983-4bf3-aeaf-99ca24752c7d,2022-07-03,delivered
74ac8416-2580-4665-aa99-7025e19e461a,b23909e9-90fb-4b42-b8a8-0c5de6bfb58f,2022-10-19,cancelled
2fe6961c-a38c-4e32-93cd-7ff4d0dcf299,8be35e27-3aaf-4be5-a445-3d8dd3aafaa7,2024-10-30,cancelled
89a7938b-d5be-43d6-a6be-74cc08033491,9bb62455-e213-42b6-97b7-a69e59766107,2024-04-13,delivered
e2a71fbb-b723-4cf7-bead-2bd852c441bd,872e366b-4e20-4d0b-9d63-99cb9745679b,2024-10-21,delivered
7bebef52-7c8a-4618-a038-807c59b230f9,c5b143a3-88a2-40cc-8094-d25efe23b13e,2024-08-09,returned
7060d14d-0c92-4a1e-b632-6222e226f397,92fec47c-874f-4ae8-be8e-9f4055baa346,2023-03-12,returned
1faaf9ef-8ec5-432a-8243-68ea288610b5,07bea7f6-6fac-47d5-a731-4767bc2ed995,2023-10-14,delivered
06cbe8e9-b37f-4438-b6ba-e2655743ae2b,e170224d-ad77-406f-9810-449a1882eedf,2022-10-01,delivered
9f309a31-6fc8-4c66-8dcd-0e2db160eea5,154d4e21-8427-4f95-a3b2-05edbe79674a,2022-09-10,delivered
4a0b2b4c-8c76-47d2-bb99-5c02314ba8e6,52ff786c-e86e-46f7-ab93-0407e66b769c,2024-01-03,delivered
8c6613c0-35f0-4c80-906e-3d1e018ce828,03d3283e-b8bf-4214-a5fb-feab7bdc17c2,2024-01-14,delivered
b0ff6e29-4a24-4948-a0a8-2de6c689af6e,154d4e21-8427-4f95-a3b2-05edbe79674a,2022-12-26,delivered
1c82edc1-da05-4bba-a53e-3181b06677fb,21625bd1-e885-485e-876f-0852b6f68f08,2024-05-24,delivered
6f220050-23fe-4bd6-8d82-dde95df4f303,da2583a9-e149-4c2b-bdb3-a564d34eba0c,2024-05-10,returned
0bd6da1a-254e-4925-870e-29ec7d526cf4,2f2826a8-034a-4f43-a45e-b864648a985c,2023-11-06,delivered
3e6acde2-8dcb-4e2a-805f-618ef05bd740,41b4fe5a-97c7-4460-b29e-b78553b9ea3f,2022-02-19,returned
5ba13d0e-ddf8-4f18-917b-0052927c3fbf,4ff837da-07c1-4705-a4e9-18524a193766,2024-06-17,delivered
dce959c5-5010-48b4-9bbb-b4a91a4654c9,8a4db7c7-11ea-4094-bb31-89a368cb733f,2024-06-03,delivered
5ed98709-df92-427a-9dcd-6c0f2f1dde42,c6590590-894d-483c-898f-64c803c55b2f,2024-02-21,cancelled
f3bf70ff-e078-41e0-9726-a0493f9c1c95,692bf542-2470-47f6-9408-387eecee45df,2022-01-22,cancelled
bf31824b-354d-4a0a-9a7c-a83f87f641be,2780eb3e-9276-4d89-a1cc-fb1c6bd3b970,2022-08-10,delivered
46be722c-2379-4cb2-bd58-fc2d39a9f6a2,d5c71b66-cf21-4d5f-b65f-491bce90af8f,2024-11-08,delivered
df023057-310c-4e27-be71-5aca749a6a28,be21fc61-afb7-4853-905d-16f98ec9b502,2024-06-11,returned
2924dcec-e421-4806-90cd-3a4b31fa4cbc,f6f5dbbc-5728-45bd-aa78-848dcf4ed08c,2022-10-24,delivered
90740a98-6b3a-4cc0-babd-f7c3da3f1162,97ddff93-58df-4728-b987-c404d0652eab,2023-01-23,cancelled
89780f4b-7dc1-44b2-be90-bc3328df2195,a499587d-caeb-455c-9e14-3d0c287662ae,2022-03-28,cancelled
e01f6f86-2c21-402c-bcf2-d9feb67c5e65,62d3d63a-3c6b-415d-9e57-3dd62b7b8120,2023-05-05,cancelled
58de4065-d657-4cd8-a853-9ac34404a3a3,ea1b4de0-be7a-49f9-b4b8-b6fa4aa1f54f,2022-03-03,returned
40ef4ad5-e4d8-465f-9957-cec3bdf1ea14,0cdbe5b5-7922-46b0-b886-e431cd39a305,2024-01-08,delivered
fa3ef0d3-e9f7-4958-b0f4-a733fcb8a6c2,3c5f4b5a-22f9-4233-a53f-592e89a735db,2023-06-21,delivered
7760860d-6b80-4b33-a32b-24296075c082,1add712f-9f76-4134-80b4-8ab5e1c48dc9,2022-08-16,delivered
4e073b2a-0eca-4959-93a6-b38a4a4e3376,8ea1936c-bf9b-47b8-9085-55c45661a644,2024-06-07,delivered
f73d8b1e-b784-4992-aad9-bc59c12e7787,307a3956-3ee3-4746-aa06-7c9342620453,2024-02-06,delivered
a5e772f5-e47f-4b08-b353-fdd841bfee15,e4bb7ee8-af07-48eb-be1a-0a6357956627,2022-06-16,cancelled
a118fd89-dfca-4b6b-915b-d03a6044e153,22be98e2-2c02-4bc8-aa79-c1e4cd7c664a,2024-10-10,cancelled
e0297d24-1950-47df-b0c2-9d5f21019a92,6539bfb9-72de-4f5a-bde1-8033ea325e2d,2023-04-26,cancelled
52345bdd-2292-40c1-83b7-1d2974e4f2cc,43fc7bfc-bc08-4481-a648-966a830fb5cb,2022-06-23,delivered
c086fe86-92d6-4012-a46c-910d4aa0843c,1d32633d-33bd-44f1-91dd-20a393c07425,2022-03-26,cancelled
1ae0051b-b7aa-4801-b6b6-2c97c72ec380,47e6a9ef-a1c4-4394-9af7-d99f3779bc1c,2023-06-28,delivered
b3c359e8-ac4c-42c2-b387-d19fab7e7c0b,def55a53-0a77-4247-b2e9-fafd35dbb0ba,2023-02-15,delivered
b39b5f57-3054-4b93-a9ba-cc3cb3fa3861,5e6c1210-33a7-4a07-a9fb-45565a657903,2023-06-19,delivered
cdfe1353-58f9-4c2e-94a5-6664b9525cc9,944b7a20-6ebd-4999-8a55-7366d6bb9aea,2023-03-06,cancelled
a0ed0d16-c3b8-400f-b9fe-f732943aa397,408741fe-8a28-4358-82d4-11f559a40d4f,2023-01-20,cancelled
0e2f547f-18c9-47e3-871d-4681eb0ca2b2,319a848b-1f88-4527-af25-5687e9d12861,2023-12-28,delivered
89d43a9f-46df-49e4-aa83-949e3e2d23aa,03c69a52-e3c6-48fb-a450-33b219e69d1e,2022-03-07,delivered
d6105ec4-e5e0-455f-93d1-049d0c7a52aa,06ad2e20-90d7-4804-b39a-6849998bea62,2022-08-11,delivered
f7463767-25a0-4ed8-a085-142b3c64499d,0133a0e4-1ebb-4b7c-874b-93e62d72b6a9,2023-04-23,delivered
a3c578a7-19b5-4499-9f75-00e827127aac,1b611516-15ab-481e-9fc8-a1f2bfa46d6e,2023-02-27,delivered
4b7a311f-7522-464f-aec3-3079e734a631,c52fecb9-cc25-43e2-a4cd-2f6875420a47,2024-10-26,cancelled
121be7e7-5508-4edb-a11e-45a5d97da0dc,ba805191-4f5d-4488-9bbc-954cd4c8319b,2024-10-02,cancelled
00595f10-a287-4679-b527-a69ddc1d4198,3da7f00d-7ec5-45c5-ab9a-035daa4c9374,2022-12-25,cancelled
247ea607-694c-40b4-8e86-7d9a0be39c62,e612584a-b1a6-48c1-bb0a-35d585363e6b,2022-07-15,cancelled
540e499c-d87f-479c-b6ba-93b6dd9210f8,2089c1c5-ee81-463d-9132-bcda498f39f3,2023-08-21,delivered
358107fa-09dd-4422-821d-92ad3d4f3c8e,f413bfcc-d13e-49d1-b203-44c4bb28b13f,2023-10-30,cancelled
e33db985-bb72-4990-87e8-da5a0cfa0cf6,a5ca842d-52e2-4f79-9659-d90b067fe803,2024-03-28,delivered
5f84f1cd-44cd-4f8d-9614-8b55c86ec37f,6e0fb871-9def-45ed-b785-832eabd11564,2024-08-22,delivered
288ca1ec-2397-49af-8ecd-76d349703382,f502df42-5dd9-407c-b5e0-5579e239d8cb,2024-03-11,delivered
5edb42f9-8e22-47a5-86b2-8389a2d82e5c,12f362f2-14bb-4c71-890f-34f4b9b01b0d,2024-01-04,delivered
c8992974-03fa-4a79-bae1-c5c67e8ae15e,b78258b9-4f23-4b3f-b72c-8a721cb02025,2022-07-30,cancelled
b96e53f9-2904-46c3-9d46-5030fce2dc06,7edab329-2b9b-4451-a175-760e62c2f9b4,2023-05-04,delivered
b304c0de-2a44-413a-903a-0d9cf35f6203,3e2a4309-d68e-4a26-9bc7-60b2579660d5,2023-01-29,delivered
c9700246-bbea-4013-9077-b4c6f7c7f2d8,bb6f932f-89fb-435f-87d9-7c4b38fab60b,2023-01-24,returned
659cad4b-9818-4e24-a032-f9f84ef0945d,72422b53-accc-4d9b-a8f5-e5ab4794995d,2022-12-22,delivered
69642551-ad73-4a29-adfd-ac97098d1e13,cfc20eac-ffc8-4462-9bc8-ba249e98350d,2023-09-10,returned
0abdd865-86c2-4b41-b058-a494d91374e5,21c19107-cc85-4b9b-a74a-ee64eefbd7b0,2024-09-14,delivered
4403a0b1-ebd0-4eaf-a964-a89d05136907,6d85b5f6-01ad-4843-aa93-934101f8691c,2022-09-12,delivered
21ee00df-1870-4c3a-86fc-57c5a9fa8db2,77177c07-d417-4518-a01e-2d3823b50957,2023-08-31,delivered
e358ee5f-7f83-4363-bb5b-cc39a1b6c101,ec4cfdb9-b759-4ce1-823a-d4617dbd48ee,2023-07-24,delivered
db575fb4-cd89-4a80-80f9-0dc29e3d681d,0ca1f650-0fba-42b5-af81-61c8cf005087,2023-11-10,delivered
c47ca459-bb46-4fb3-961e-56a935fa7730,5b6e2ac6-f73f-476f-8537-dcb2b9525094,2023-01-11,cancelled
acdba08c-b726-4619-a124-0899e4be22ec,b65d95a0-36aa-403a-af39-e24136baaca9,2023-01-30,delivered
0a336a70-6fc1-4973-8783-9dd508020a99,b35866f2-6743-4726-b9d1-d59568f5fa0d,2024-08-14,delivered
de0cd370-0ac4-401b-b204-a1c996b75798,b1d7af4a-f774-4253-8157-08b1063eea15,2024-07-07,delivered
675c228e-4ab0-49e1-8d24-390f86382f7a,657b276d-03b3-4179-a70e-a032a474066c,2024-09-14,delivered
870d768e-aa1f-4b55-a1ca-4ace08e7403c,8ace4aba-9e89-407d-a3d7-3cece1dc3ff3,2024-09-11,delivered
79f76e41-5c0e-4471-b671-4b1aaf7d306c,1151d6df-16dd-4310-92f1-0e2899da4879,2024-03-19,delivered
cfbfefca-4eb3-4685-9ce0-314dcb2175c6,30b1b1b3-e31e-42f3-b469-8d8515d5f692,2023-12-15,returned
cb0dfcf6-0aa1-43a8-815c-caa439a1775a,73a26540-a857-4abc-ac71-df17defc30c2,2024-07-21,delivered
78ed0224-31c8-46db-9153-dfe6098d39e3,97b9b31d-7fcd-4966-9134-ca04e9a26559,2023-01-22,cancelled
f64cc641-42ba-4e0d-ab91-610c67e4b765,52d5e452-74f8-46be-a84e-51a43251686a,2024-04-22,delivered
276425ca-0f1c-480b-bef0-cc64675efe49,1cd9711b-36f4-46d9-8824-ace4116b39e3,2024-03-26,delivered
e8cdcd25-4623-488e-b720-03a2950d87a1,6532ee08-6e57-4a97-bd5d-f0e0c296e318,2024-05-05,returned
834102b3-9b2f-4613-b240-bfa51e422a85,90aa02fb-d051-432b-b2ba-fb1f26fdc64e,2022-08-14,cancelled
42b52ae0-1497-4c42-892f-8bc52f66ed15,58daa1ba-283c-4a0d-8d43-939b3cfecf27,2024-02-13,delivered
147dff20-37b0-46d6-a6e4-5f3403f35452,7e9057e0-21ea-462f-ac3b-a61e3a6776c7,2022-01-15,returned
7e78526e-f8b5-4cd5-b5c6-1aa935d24bd2,b12a71e7-727d-4fac-a914-8650d06520c1,2024-12-01,delivered
e727c42e-4517-484d-8c99-0e11bc60abfd,5f2c8cd4-5793-46c9-8d9a-c3d5223806d3,2022-04-28,delivered
a7f6296b-f9bb-4605-88d1-fa4c9a6ace16,dbaba490-6473-4b01-820b-ab7217789f9a,2023-05-25,delivered
78886a88-52ad-4a62-b110-8818d84caafe,47e6a9ef-a1c4-4394-9af7-d99f3779bc1c,2024-09-19,cancelled
2b2477a3-4f15-4ec1-8539-ebd18a92de20,bbca160b-df81-48d2-91b8-5ea3650df792,2022-06-28,delivered
aa346f77-8c40-4b68-b239-66d6b5292dbe,6d63ad1d-cafc-41bc-b2e3-8207dd2d8ce0,2023-10-31,cancelled
aa5b6c34-8ec4-4fac-bce8-f75a0dfa3987,ff510bb8-d636-4888-8894-8b58608471cf,2023-11-13,delivered
4a3bfa8c-974a-4d9f-bf20-a3639fb8e6eb,73c1bf4a-f13c-4285-a1ab-1180b11ed3c1,2022-07-02,delivered
b9ce5ad8-eed1-4319-a656-8bc4092834ff,d528b2a4-cabb-448d-9a7e-d8a5b99c69b2,2023-03-31,delivered
347d3a1d-494a-4ccc-a58e-0a8322f6ee03,b23909e9-90fb-4b42-b8a8-0c5de6bfb58f,2023-09-25,returned
2c031c1a-06bb-4283-9a14-e08ffd4b8f65,0b10905a-72be-47c6-a642-ab7fb5abdfe2,2024-02-11,delivered
d8e1bee1-531e-4100-b8f9-b62d7bc65385,17ef8ff5-40e0-47d6-aeee-a1dc374fbab2,2024-03-14,delivered
a1f47d97-da46-40cf-9ea6-54f72817d391,2d2a60e0-7bcb-4c5e-89ab-0028c07a16d7,2023-10-25,returned
cd67a78d-7017-427d-b2ee-294c4132dbbf,5e11c1e5-520a-4263-9700-a147f6cf7876,2024-06-23,cancelled
dcf29e02-6e21-4e33-a7e7-886f3bbadf72,a3ef19b3-661f-4c4f-a940-83745cb9b947,2022-07-28,delivered
e792ae4b-4114-44bd-aab7-563e4205d262,349a80b7-538e-44ff-a814-af0e4c65758b,2024-04-07,delivered
a8847bbe-73d0-4ce2-9c0e-d099d5f2dd6e,98aad1d7-efb8-454b-818b-616be77d3db9,2022-12-20,cancelled
f9e9e692-e724-4a0c-8399-356408aeae04,24a7bdd9-9ab0-4f8f-9cf4-2690bfd2b7f1,2024-06-30,delivered
83ec85af-8d81-482c-9c7c-09211a533334,3a0750ec-3fea-42ee-8593-1e69709bd0b7,2024-11-09,delivered
f25d3cb7-047a-4cb1-9c9d-8cb44a546c2a,a8d79f29-1887-4cba-bd6e-70cb36d49d08,2024-02-26,cancelled
d047403a-f8c2-4e2e-83d4-ee14ac517e0d,3d31a68e-8302-4d9f-9fdd-b56afb88abfb,2024-12-21,cancelled
eecbb2ff-42d1-4e5f-a033-8683420c5e44,6bae3717-c5cc-43e0-9c67-a6e68d14fac3,2022-08-29,delivered
caa21185-b38c-4093-b795-10560e7a7d4e,19144762-8ae8-4141-85a9-c39fb5a09b17,2022-09-13,returned
86498f55-00f6-4041-b547-92763d8598ed,77ce6997-38c4-4eec-ab58-4c0261cf10c7,2022-10-14,returned
aef31f87-b0f0-40fb-a8b7-57a8baa8d40d,d1a138d0-8ac9-4d80-bc7d-513377e7a4a8,2022-10-02,returned
1b9bed5a-7d13-4c8c-9aa5-116791e5ec6f,28ddca9f-fcd4-4381-8e74-c48532b9c280,2023-02-22,delivered
0e7fd28f-3e19-40e0-bb27-a69113ff3c5e,d8e42a34-9f43-4317-a884-cb3fb8f38c9f,2023-05-22,delivered
2d009157-5565-43ae-b164-305b5c9be33f,a0c630ce-8615-496e-8e2a-ecce37be47a4,2023-04-08,delivered
e4a9bc8e-49b5-476c-b8a4-b0436c79ef14,e6c9daee-254c-46e2-8867-613b874319fc,2022-09-10,delivered
6900bb63-b93b-4bbd-b253-c81a343e6481,48790fe0-c509-4d37-b3c4-863302537ed1,2024-12-24,returned
5bfaa6e8-609f-4608-8401-bd2be7486f5e,1ef37fd2-69ab-48b2-a0ce-8b63b2bfe1d9,2024-05-06,cancelled
f531712d-e1b0-4e98-b436-6881d604580a,79bbb822-2e7f-4ca3-8e84-31e9fc8fdbc0,2024-05-26,returned
0837f668-c81c-43ce-99a2-55c012b7f024,9feee589-1a7a-483e-8fa4-a01643f9b5b8,2023-05-07,delivered
ecba897f-cf36-443c-8084-7318d945d4f0,0592de74-ec8d-4652-8ab0-b5e493df7b33,2024-05-18,returned
abe5fd8d-807d-42fb-bac9-ed4a58fb868a,79112b96-bc0e-4135-a49e-6f6024d0f7bf,2022-01-15,cancelled
12d0e1b2-6759-4a1a-8b64-ed3faebc648a,3d0bf728-55fa-46e6-a7d4-c58ea3ae8808,2023-12-25,delivered
47ab28f3-b514-45c5-8818-7a8449baf0fa,7d771e68-0530-4483-8370-b096c6f5a4db,2023-03-13,delivered
891c9c7d-33e7-43b2-96c3-aec55b405a16,63cd8573-9cec-454e-bb22-d41f38e0c2b6,2023-12-18,delivered
e91d8d37-cfee-49c3-86d7-f4902b81043e,88b4e745-6662-4889-b5ff-96a2b4a5cc05,2024-08-21,cancelled
b5fd4543-6d2b-44c3-973a-212098cae2b8,3624ec8f-8070-45cc-ab17-caab6e1d7465,2023-12-26,cancelled
f47d9daa-f922-45cd-83e4-e6874d02b2cd,dbd2cf25-0532-4749-92e1-896a22cf2124,2023-08-07,delivered
19188744-c752-493c-9665-dffcd27799be,322e499a-1a5c-44e4-b59c-013e4bc0e19e,2023-06-29,delivered
b7bfd690-1606-4e28-aac0-7a26f0a5af4f,eb73d29e-f3c1-4914-a1a7-004ea838542c,2024-10-21,delivered
58f0b77c-faaf-42a2-ad0c-30d75aaec2ff,df06b839-2ed0-4c61-9b68-f5731c51a160,2024-09-22,delivered
f0d4ab09-64ec-4985-abc8-b9d20e400764,e974c32b-211c-4b61-894c-bd0e51f71ad5,2022-07-31,returned
ef9a9806-52ae-4020-bc22-1af1abecd812,692bf542-2470-47f6-9408-387eecee45df,2022-04-15,cancelled
1974dcec-663d-4554-ba76-503a45c2c1e8,4ba273ca-9a34-48e0-b4c9-ed50a2377dc4,2023-09-16,delivered
b8889ddb-c169-48f3-8e27-dda67c37677c,a3b7ff33-732b-4e37-a01c-c9278097a493,2023-10-21,delivered
3905b9c9-7a93-4b4b-8b02-1575066cb904,73c1bf4a-f13c-4285-a1ab-1180b11ed3c1,2022-07-18,delivered
13f050a1-92f5-4be8-8781-20cea2164908,b555a506-c960-4dcf-b234-3d7ed7bef063,2022-09-04,delivered
612ea3bb-6907-4484-bd67-e30cbaebe564,18e6ee53-055d-45e8-aa71-2b4dfa9043ac,2023-06-02,returned
eccb9255-b2af-477e-81ec-0339f848ca75,2b3066eb-2c31-437b-b5ff-b967367d6721,2023-07-16,delivered
400ff75d-0303-4f1f-a8fa-e1ac4f68c1d4,b6dd43f4-b6c8-48a1-9ee5-31a1fd6c4cec,2024-03-10,cancelled
f193b9a1-310c-4be3-b9ae-84fec3a8a368,c86bb171-ef32-4aaf-8692-7da699915eb7,2022-09-01,delivered
c6714377-dac8-4c54-a4da-fb57fbc564c4,ed6fdce8-a705-4fac-93ee-f1fc2e0b5aeb,2022-04-16,delivered
b46d8bd6-ff96-420c-94fa-d88912dfe79d,71962554-3e30-4e72-ad63-280a8a663f05,2023-06-25,delivered
ecb8c106-29ce-4820-b7ae-c1ece4350915,02de0bd5-9242-4e50-9a21-3ef4c7e17dfb,2023-06-12,returned
154fdfcc-1b6a-47b9-b927-ec03c9de9009,4c7e1d02-f964-43a7-a689-b9da42c4944e,2024-10-12,delivered
3d4d24e3-fe2b-4eab-817a-171ed2723bca,54b39bf4-360a-4e36-9e60-46c0798cc643,2022-05-23,delivered
919c1259-f324-4561-887e-85dd7fa69cce,4dcd4494-4f4b-4bd4-8e33-f0bbdf0b7928,2024-12-14,delivered
a9b22f49-2663-41b8-a200-1746848993c0,21b08773-2b5f-46c9-8768-8422908e890e,2022-01-28,delivered
f05db620-2ac5-4ca3-82af-d3cb9c09cf25,3613660a-76d0-4a69-9e77-e9d581626ca2,2023-11-25,delivered
b4a7aafe-a3ce-4d34-9733-ead16db0cc2a,6053813a-a70f-44e4-8389-213c15eaa312,2023-05-15,delivered
e647fa79-a18b-4c87-813a-138ff98c1b67,064c1e3d-faaf-4b36-9ff8-e9ef524d03c9,2024-05-24,cancelled
1373d263-ab2c-4f12-b56e-496559042d9a,b27e6846-c31d-4c6b-99ee-b6ef0cf434bf,2022-08-19,cancelled
7211cb0e-aed0-4606-903d-c96279bb06de,a5e09946-6750-4177-9058-75181aeb9fb8,2023-11-15,delivered
1f781ce6-9e23-4681-b130-142c6d3f8e84,7d994658-86ce-4324-9172-bf567f2d5ea6,2023-09-10,returned
7e6255dd-fcb4-4c3a-8274-0ea24b6d7f45,b23909e9-90fb-4b42-b8a8-0c5de6bfb58f,2022-10-30,cancelled
da6e4f64-d67b-41a9-9501-0a1cf43c388b,d127d40b-03ae-41f6-8265-9708195e4217,2024-02-28,delivered
14d81e24-4ebd-48dd-a551-423e0da5a311,c093b574-39bb-49ff-9d3f-5f00b20c572c,2024-10-15,returned
31629f0d-a6c2-464f-b3fa-2b8f30c336f7,e974c32b-211c-4b61-894c-bd0e51f71ad5,2022-10-01,delivered
1a322f44-d927-484d-97b8-ff20bf1e7c6c,d5ef6fa4-9760-40b8-bfb9-8c92008567bd,2024-05-12,delivered
